Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,Attend.,Capacity,Attendence
"Tue, Feb 6, 2018",8:00p,Washington Wizards,102,Philadelphia 76ers,115,20530,20848,0.98
"Tue, Feb 6, 2018",7:30p,Boston Celtics,91,Toronto Raptors,111,20017,20131,0.99
"Wed, Feb 7, 2018",8:00p,Minnesota Timberwolves,138,Cleveland Cavaliers,140,20562,20562,1.00
"Wed, Feb 7, 2018",7:00p,Brooklyn Nets,106,Detroit Pistons,115,15114,20491,0.74
"Wed, Feb 7, 2018",8:00p,Utah Jazz,92,Memphis Grizzlies,88,13187,18119,0.73
"Wed, Feb 7, 2018",7:30p,Houston Rockets,109,Miami Heat,101,19600,20093,0.98
"Wed, Feb 7, 2018",10:30p,San Antonio Spurs,129,Phoenix Suns,81,15993,18055,0.89
"Thu, Feb 8, 2018",10:30p,Dallas Mavericks,103,Golden State Warriors,121,19596,19596,1.00
"Thu, Feb 8, 2018",10:30p,Oklahoma City Thunder,81,Los Angeles Lakers,106,18997,18997,1.00
"Thu, Feb 8, 2018",7:00p,Atlanta Hawks,98,Orlando Magic,100,16215,19171,0.85
"Thu, Feb 8, 2018",10:00p,Charlotte Hornets,103,Portland Trail Blazers,109,19178,20186,0.95
"Thu, Feb 8, 2018",7:30p,New York Knicks,88,Toronto Raptors,113,19800,20131,0.98
"Thu, Feb 8, 2018",8:00p,Boston Celtics,110,Washington Wizards,104,20356,20356,1.00
"Fri, Feb 9, 2018",7:30p,Cleveland Cavaliers,123,Atlanta Hawks,107,16438,16739,0.98
"Fri, Feb 9, 2018",7:30p,Indiana Pacers,97,Boston Celtics,91,18624,18624,1.00
"Fri, Feb 9, 2018",9:30p,Minnesota Timberwolves,113,Chicago Bulls,114,21558,22983,0.94
"Fri, Feb 9, 2018",7:00p,Los Angeles Clippers,108,Detroit Pistons,95,16697,20491,0.81
"Fri, Feb 9, 2018",8:00p,Denver Nuggets,104,Houston Rockets,130,18055,18476,0.98
"Fri, Feb 9, 2018",8:00p,Milwaukee Bucks,85,Miami Heat,91,20018,20093,1.00
"Fri, Feb 9, 2018",7:00p,New Orleans Pelicans,82,Philadelphia 76ers,100,20489,20848,0.98
"Fri, Feb 9, 2018",10:30p,Portland Trail Blazers,118,Sacramento Kings,100,17583,17583,1.00
"Fri, Feb 9, 2018",9:00p,Charlotte Hornets,94,Utah Jazz,106,18306,18306,1.00
"Sat, Feb 10, 2018",6:00p,New Orleans Pelicans,138,Brooklyn Nets,128,16572,17732,0.93
"Sat, Feb 10, 2018",8:00p,Washington Wizards,101,Chicago Bulls,90,21112,22983,0.92
"Sat, Feb 10, 2018",8:30p,Los Angeles Lakers,123,Dallas Mavericks,130,20162,20394,0.99
"Sat, Feb 10, 2018",8:30p,San Antonio Spurs,105,Golden State Warriors,122,19596,19596,1.00
"Sat, Feb 10, 2018",7:00p,Milwaukee Bucks,111,Orlando Magic,104,18347,19171,0.96
"Sat, Feb 10, 2018",7:00p,Los Angeles Clippers,98,Philadelphia 76ers,112,20504,20848,0.98
"Sat, Feb 10, 2018",9:00p,Denver Nuggets,123,Phoenix Suns,113,16325,18055,0.90
"Sun, Feb 11, 2018",3:30p,Detroit Pistons,115,Atlanta Hawks,118,15214,16739,0.91
"Sun, Feb 11, 2018",3:30p,Cleveland Cavaliers,121,Boston Celtics,99,18624,18624,1.00
"Sun, Feb 11, 2018",1:00p,Toronto Raptors,123,Charlotte Hornets,103,18320,19624,0.93
"Sun, Feb 11, 2018",7:00p,Dallas Mavericks,97,Houston Rockets,104,18055,18476,0.98
"Sun, Feb 11, 2018",5:00p,New York Knicks,113,Indiana Pacers,121,17923,17923,1.00
"Sun, Feb 11, 2018",7:00p,Sacramento Kings,106,Minnesota Timberwolves,111,18068,18978,0.95
"Sun, Feb 11, 2018",7:00p,Memphis Grizzlies,92,Oklahoma City Thunder,110,18203,18203,1.00
"Sun, Feb 11, 2018",9:00p,Utah Jazz,115,Portland Trail Blazers,96,19730,20186,0.98
"Mon, Feb 12, 2018",7:30p,Los Angeles Clippers,114,Brooklyn Nets,101,13735,17732,0.77
"Mon, Feb 12, 2018",8:00p,Orlando Magic,101,Chicago Bulls,105,18611,22983,0.81
"Mon, Feb 12, 2018",7:00p,New Orleans Pelicans,118,Detroit Pistons,103,14453,20491,0.71
"Mon, Feb 12, 2018",10:30p,Phoenix Suns,83,Golden State Warriors,129,19596,19596,1.00
"Mon, Feb 12, 2018",7:00p,New York Knicks,92,Philadelphia 76ers,108,20589,20848,0.99
"Mon, Feb 12, 2018",9:00p,San Antonio Spurs,99,Utah Jazz,101,18306,18306,1.00
"Tue, Feb 13, 2018",8:30p,Sacramento Kings,114,Dallas Mavericks,109,19801,20394,0.97
"Tue, Feb 13, 2018",10:30p,San Antonio Spurs,109,Denver Nuggets,117,17623,20103,0.88
"Tue, Feb 13, 2018",8:00p,Atlanta Hawks,92,Milwaukee Bucks,97,14720,18717,0.79
"Tue, Feb 13, 2018",8:00p,Houston Rockets,126,Minnesota Timberwolves,108,18978,18978,1.00
"Tue, Feb 13, 2018",8:00p,Cleveland Cavaliers,120,Oklahoma City Thunder,112,18203,18203,1.00
"Tue, Feb 13, 2018",7:00p,Miami Heat,112,Toronto Raptors,115,19800,20131,0.98
"Wed, Feb 14, 2018",8:00p,Los Angeles Clippers,129,Boston Celtics,119,18624,18624,1.00
"Wed, Feb 14, 2018",7:30p,Indiana Pacers,108,Brooklyn Nets,103,13159,17732,0.74
"Wed, Feb 14, 2018",8:00p,Toronto Raptors,122,Chicago Bulls,98,21006,22983,0.91
"Wed, Feb 14, 2018",7:00p,Atlanta Hawks,98,Detroit Pistons,104,15849,20491,0.77
"Wed, Feb 14, 2018",8:00p,Sacramento Kings,91,Houston Rockets,100,18055,18476,0.98
"Wed, Feb 14, 2018",8:00p,Oklahoma City Thunder,121,Memphis Grizzlies,114,16012,18119,0.88
"Wed, Feb 14, 2018",8:00p,Los Angeles Lakers,117,New Orleans Pelicans,139,15436,18573,0.83
"Wed, Feb 14, 2018",7:30p,Washington Wizards,118,New York Knicks,113,19812,19812,1.00
"Wed, Feb 14, 2018",7:00p,Charlotte Hornets,104,Orlando Magic,102,18428,19171,0.96
"Wed, Feb 14, 2018",7:00p,Miami Heat,102,Philadelphia 76ers,104,20492,20848,0.98
"Wed, Feb 14, 2018",10:30p,Golden State Warriors,117,Portland Trail Blazers,123,19520,20186,0.97
"Wed, Feb 14, 2018",9:00p,Phoenix Suns,97,Utah Jazz,107,18306,18306,1.00
"Thu, Feb 15, 2018",8:00p,Denver Nuggets,134,Milwaukee Bucks,123,15486,18717,0.83
"Thu, Feb 15, 2018",9:00p,Los Angeles Lakers,111,Minnesota Timberwolves,119,17534,18978,0.92
"Thu, Feb 22, 2018",8:00p,Philadelphia 76ers,116,Chicago Bulls,115,21312,22983,0.93
"Thu, Feb 22, 2018",7:00p,Brooklyn Nets,96,Charlotte Hornets,111,14112,19624,0.72
"Thu, Feb 22, 2018",8:00p,Washington Wizards,110,Cleveland Cavaliers,103,20562,20562,1.00
"Thu, Feb 22, 2018",10:30p,Los Angeles Clippers,127,Golden State Warriors,134,19596,19596,1.00
"Thu, Feb 22, 2018",7:00p,New York Knicks,120,Orlando Magic,113,18846,19171,0.98
"Thu, Feb 22, 2018",10:00p,Oklahoma City Thunder,110,Sacramento Kings,107,17583,17583,1.00
"Fri, Feb 23, 2018",9:00p,San Antonio Spurs,119,Denver Nuggets,122,20027,20103,1.00
"Fri, Feb 23, 2018",7:00p,Boston Celtics,110,Detroit Pistons,98,20491,20491,1.00
"Fri, Feb 23, 2018",8:00p,Minnesota Timberwolves,102,Houston Rockets,120,18055,18476,0.98
"Fri, Feb 23, 2018",7:00p,Atlanta Hawks,93,Indiana Pacers,116,17923,17923,1.00
"Fri, Feb 23, 2018",10:30p,Dallas Mavericks,102,Los Angeles Lakers,124,18997,18997,1.00
"Fri, Feb 23, 2018",8:00p,Cleveland Cavaliers,112,Memphis Grizzlies,89,18119,18119,1.00
"Fri, Feb 23, 2018",8:00p,Miami Heat,123,New Orleans Pelicans,124,17751,18573,0.96
"Fri, Feb 23, 2018",9:00p,Los Angeles Clippers,128,Phoenix Suns,117,17126,18055,0.95
"Fri, Feb 23, 2018",7:30p,Milwaukee Bucks,122,Toronto Raptors,119,20047,20131,1.00
"Fri, Feb 23, 2018",9:00p,Portland Trail Blazers,100,Utah Jazz,81,18306,18306,1.00
"Fri, Feb 23, 2018",7:00p,Charlotte Hornets,122,Washington Wizards,105,17824,20356,0.88
"Sat, Feb 24, 2018",8:30p,Oklahoma City Thunder,80,Golden State Warriors,112,19596,19596,1.00
"Sat, Feb 24, 2018",7:30p,Memphis Grizzlies,89,Miami Heat,115,19600,20093,0.98
"Sat, Feb 24, 2018",9:00p,Chicago Bulls,104,Minnesota Timberwolves,122,18978,18978,1.00
"Sat, Feb 24, 2018",7:30p,Boston Celtics,121,New York Knicks,112,19812,19812,1.00
"Sat, Feb 24, 2018",5:00p,Orlando Magic,105,Philadelphia 76ers,116,20594,20848,0.99
"Sat, Feb 24, 2018",9:00p,Portland Trail Blazers,106,Phoenix Suns,104,17112,18055,0.95
"Sat, Feb 24, 2018",10:00p,Los Angeles Lakers,113,Sacramento Kings,108,17583,17583,1.00
"Sat, Feb 24, 2018",9:00p,Dallas Mavericks,90,Utah Jazz,97,18306,18306,1.00
"Sun, Feb 25, 2018",1:00p,Detroit Pistons,98,Charlotte Hornets,114,17894,19624,0.91
"Sun, Feb 25, 2018",3:30p,San Antonio Spurs,110,Cleveland Cavaliers,94,20562,20562,1.00
"Sun, Feb 25, 2018",8:00p,Houston Rockets,119,Denver Nuggets,114,20044,20103,1.00
"Sun, Feb 25, 2018",3:00p,New Orleans Pelicans,123,Milwaukee Bucks,121,18717,18717,1.00
"Sun, Feb 25, 2018",8:00p,Philadelphia 76ers,94,Washington Wizards,109,17180,20356,0.84
"Mon, Feb 26, 2018",7:30p,Los Angeles Lakers,123,Atlanta Hawks,104,16328,16739,0.98
"Mon, Feb 26, 2018",7:30p,Memphis Grizzlies,98,Boston Celtics,109,18624,18624,1.00
"Mon, Feb 26, 2018",7:30p,Chicago Bulls,87,Brooklyn Nets,104,15081,17732,0.85
"Mon, Feb 26, 2018",8:30p,Indiana Pacers,103,Dallas Mavericks,109,19536,20394,0.96
"Mon, Feb 26, 2018",8:00p,Phoenix Suns,116,New Orleans Pelicans,125,14302,18573,0.77
"Mon, Feb 26, 2018",7:30p,Golden State Warriors,125,New York Knicks,111,19812,19812,1.00
"Mon, Feb 26, 2018",8:00p,Orlando Magic,105,Oklahoma City Thunder,112,18203,18203,1.00
"Mon, Feb 26, 2018",10:00p,Minnesota Timberwolves,118,Sacramento Kings,100,17583,17583,1.00
"Mon, Feb 26, 2018",7:30p,Detroit Pistons,94,Toronto Raptors,123,19800,20131,0.98
"Mon, Feb 26, 2018",9:00p,Houston Rockets,96,Utah Jazz,85,18306,18306,1.00
"Tue, Feb 27, 2018",7:00p,Chicago Bulls,103,Charlotte Hornets,118,14521,19624,0.74
"Tue, Feb 27, 2018",7:00p,Brooklyn Nets,123,Cleveland Cavaliers,129,20562,20562,1.00
"Tue, Feb 27, 2018",10:30p,Los Angeles Clippers,122,Denver Nuggets,120,15004,20103,0.75
"Tue, Feb 27, 2018",7:30p,Philadelphia 76ers,101,Miami Heat,102,19600,20093,0.98
"Tue, Feb 27, 2018",8:00p,Washington Wizards,107,Milwaukee Bucks,104,16093,18717,0.86
"Tue, Feb 27, 2018",10:00p,Sacramento Kings,99,Portland Trail Blazers,116,19468,20186,0.96
"Wed, Feb 28, 2018",7:30p,Indiana Pacers,102,Atlanta Hawks,107,13316,16739,0.80
"Wed, Feb 28, 2018",7:30p,Charlotte Hornets,106,Boston Celtics,134,18624,18624,1.00
"Wed, Feb 28, 2018",8:30p,Oklahoma City Thunder,111,Dallas Mavericks,110,20202,20394,0.99
"Wed, Feb 28, 2018",7:00p,Milwaukee Bucks,87,Detroit Pistons,110,16146,20491,0.79
"Wed, Feb 28, 2018",10:30p,Houston Rockets,105,Los Angeles Clippers,92,19068,19430,0.98
"Wed, Feb 28, 2018",8:00p,Phoenix Suns,110,Memphis Grizzlies,102,13484,18119,0.74
"Wed, Feb 28, 2018",7:00p,Toronto Raptors,117,Orlando Magic,104,17328,19171,0.90
"Wed, Feb 28, 2018",8:30p,New Orleans Pelicans,121,San Antonio Spurs,116,18418,18935,0.97
"Wed, Feb 28, 2018",8:00p,Golden State Warriors,109,Washington Wizards,101,20356,20356,1.00
"Thu, Mar 1, 2018",8:00p,Philadelphia 76ers,108,Cleveland Cavaliers,97,20562,20562,1.00
"Thu, Mar 1, 2018",7:30p,Los Angeles Lakers,131,Miami Heat,113,19600,20093,0.98
"Thu, Mar 1, 2018",10:30p,Minnesota Timberwolves,99,Portland Trail Blazers,108,19533,20186,0.97
"Thu, Mar 1, 2018",10:00p,Brooklyn Nets,111,Sacramento Kings,116,17583,17583,1.00
"Fri, Mar 2, 2018",7:30p,Golden State Warriors,114,Atlanta Hawks,109,16728,16739,1.00
"Fri, Mar 2, 2018",8:00p,Dallas Mavericks,100,Chicago Bulls,108,21017,22983,0.91
"Fri, Mar 2, 2018",10:30p,New York Knicks,105,Los Angeles Clippers,128,17190,19430,0.88
"Fri, Mar 2, 2018",8:00p,Denver Nuggets,108,Memphis Grizzlies,102,16421,18119,0.91
"Fri, Mar 2, 2018",8:00p,Indiana Pacers,103,Milwaukee Bucks,96,17217,18717,0.92
"Fri, Mar 2, 2018",7:00p,Detroit Pistons,106,Orlando Magic,115,17223,19171,0.90
"Fri, Mar 2, 2018",7:00p,Charlotte Hornets,99,Philadelphia 76ers,110,20487,20848,0.98
"Fri, Mar 2, 2018",9:00p,Oklahoma City Thunder,124,Phoenix Suns,116,18055,18055,1.00
"Fri, Mar 2, 2018",10:30p,Minnesota Timberwolves,108,Utah Jazz,116,18306,18306,1.00
"Fri, Mar 2, 2018",8:00p,Toronto Raptors,102,Washington Wizards,95,18631,20356,0.92
"Sat, Mar 3, 2018",7:30p,Denver Nuggets,126,Cleveland Cavaliers,117,20562,20562,1.00
"Sat, Mar 3, 2018",8:30p,Boston Celtics,120,Houston Rockets,123,18476,18476,1.00
"Sat, Mar 3, 2018",7:30p,Detroit Pistons,96,Miami Heat,105,19600,20093,0.98
"Sat, Mar 3, 2018",7:00p,Memphis Grizzlies,100,Orlando Magic,107,17875,19171,0.93
"Sat, Mar 3, 2018",10:00p,Oklahoma City Thunder,100,Portland Trail Blazers,108,20063,20186,0.99
"Sat, Mar 3, 2018",10:00p,Utah Jazz,98,Sacramento Kings,91,17583,17583,1.00
"Sat, Mar 3, 2018",9:00p,Los Angeles Lakers,116,San Antonio Spurs,112,18557,18935,0.98
"Sun, Mar 4, 2018",3:30p,Phoenix Suns,112,Atlanta Hawks,113,15166,16739,0.91
"Sun, Mar 4, 2018",7:00p,New Orleans Pelicans,126,Dallas Mavericks,109,19798,20394,0.97
"Sun, Mar 4, 2018",9:00p,Brooklyn Nets,120,Los Angeles Clippers,123,16384,19430,0.84
"Sun, Mar 4, 2018",8:00p,Philadelphia 76ers,110,Milwaukee Bucks,118,15587,18717,0.83
"Sun, Mar 4, 2018",9:00p,New York Knicks,99,Sacramento Kings,102,17583,17583,1.00
"Sun, Mar 4, 2018",6:00p,Charlotte Hornets,98,Toronto Raptors,103,19800,20131,0.98
"Sun, Mar 4, 2018",6:00p,Indiana Pacers,98,Washington Wizards,95,16646,20356,0.82
"Mon, Mar 5, 2018",8:00p,Boston Celtics,105,Chicago Bulls,89,21286,22983,0.93
"Mon, Mar 5, 2018",7:00p,Detroit Pistons,90,Cleveland Cavaliers,112,20562,20562,1.00
"Mon, Mar 5, 2018",7:00p,Milwaukee Bucks,89,Indiana Pacers,92,15874,17923,0.89
"Mon, Mar 5, 2018",10:30p,Portland Trail Blazers,108,Los Angeles Lakers,103,18997,18997,1.00
"Mon, Mar 5, 2018",7:30p,Phoenix Suns,103,Miami Heat,125,19600,20093,0.98
"Mon, Mar 5, 2018",8:30p,Memphis Grizzlies,98,San Antonio Spurs,100,18418,18935,0.97
"Mon, Mar 5, 2018",9:00p,Orlando Magic,80,Utah Jazz,94,18306,18306,1.00
"Tue, Mar 6, 2018",7:00p,Philadelphia 76ers,128,Charlotte Hornets,114,15600,19624,0.79
"Tue, Mar 6, 2018",8:30p,Denver Nuggets,107,Dallas Mavericks,118,19504,20394,0.96
"Tue, Mar 6, 2018",10:30p,Brooklyn Nets,101,Golden State Warriors,114,19596,19596,1.00
"Tue, Mar 6, 2018",10:30p,New Orleans Pelicans,121,Los Angeles Clippers,116,16412,19430,0.84
"Tue, Mar 6, 2018",8:00p,Houston Rockets,122,Oklahoma City Thunder,112,18203,18203,1.00
"Tue, Mar 6, 2018",10:00p,New York Knicks,87,Portland Trail Blazers,111,19393,20186,0.96
"Tue, Mar 6, 2018",7:00p,Atlanta Hawks,90,Toronto Raptors,106,19800,20131,0.98
"Tue, Mar 6, 2018",7:00p,Miami Heat,113,Washington Wizards,117,16582,20356,0.81
"Wed, Mar 7, 2018",8:00p,Memphis Grizzlies,110,Chicago Bulls,119,20210,22983,0.88
"Wed, Mar 7, 2018",10:30p,Cleveland Cavaliers,113,Denver Nuggets,108,20062,20103,1.00
"Wed, Mar 7, 2018",8:00p,Toronto Raptors,121,Detroit Pistons,119,17769,20491,0.87
"Wed, Mar 7, 2018",7:00p,Utah Jazz,104,Indiana Pacers,84,16432,17923,0.92
"Wed, Mar 7, 2018",10:30p,Orlando Magic,107,Los Angeles Lakers,108,18997,18997,1.00
"Wed, Mar 7, 2018",8:00p,Houston Rockets,110,Milwaukee Bucks,99,17195,18717,0.92
"Wed, Mar 7, 2018",10:00p,New Orleans Pelicans,114,Sacramento Kings,101,17583,17583,1.00
"Thu, Mar 8, 2018",7:00p,Brooklyn Nets,125,Charlotte Hornets,111,14173,19624,0.72
"Thu, Mar 8, 2018",10:30p,San Antonio Spurs,107,Golden State Warriors,110,19596,19596,1.00
"Thu, Mar 8, 2018",7:30p,Philadelphia 76ers,99,Miami Heat,108,19600,20093,0.98
"Thu, Mar 8, 2018",8:00p,Boston Celtics,117,Minnesota Timberwolves,109,18978,18978,1.00
"Thu, Mar 8, 2018",8:00p,Phoenix Suns,87,Oklahoma City Thunder,115,18203,18203,1.00
"Fri, Mar 9, 2018",9:00p,Los Angeles Lakers,116,Denver Nuggets,125,19807,20103,0.99
"Fri, Mar 9, 2018",7:00p,Chicago Bulls,83,Detroit Pistons,99,17406,20491,0.85
"Fri, Mar 9, 2018",7:00p,Atlanta Hawks,87,Indiana Pacers,112,17923,17923,1.00
"Fri, Mar 9, 2018",10:30p,Cleveland Cavaliers,102,Los Angeles Clippers,116,19130,19430,0.98
"Fri, Mar 9, 2018",8:00p,Utah Jazz,95,Memphis Grizzlies,78,15622,18119,0.86
"Fri, Mar 9, 2018",8:00p,New York Knicks,112,Milwaukee Bucks,120,18717,18717,1.00
"Fri, Mar 9, 2018",8:00p,Washington Wizards,116,New Orleans Pelicans,97,18143,18573,0.98
"Fri, Mar 9, 2018",10:00p,Golden State Warriors,108,Portland Trail Blazers,125,19487,20186,0.97
"Fri, Mar 9, 2018",10:00p,Orlando Magic,88,Sacramento Kings,94,17583,17583,1.00
"Fri, Mar 9, 2018",7:30p,Houston Rockets,105,Toronto Raptors,108,20131,20131,1.00
"Sat, Mar 10, 2018",5:00p,Phoenix Suns,115,Charlotte Hornets,122,19336,19624,0.99
"Sat, Mar 10, 2018",8:30p,Memphis Grizzlies,80,Dallas Mavericks,114,19579,20394,0.96
"Sat, Mar 10, 2018",10:30p,Orlando Magic,105,Los Angeles Clippers,113,16561,19430,0.85
"Sat, Mar 10, 2018",7:30p,Washington Wizards,102,Miami Heat,129,19689,20093,0.98
"Sat, Mar 10, 2018",8:30p,San Antonio Spurs,94,Oklahoma City Thunder,104,18203,18203,1.00
"Sun, Mar 11, 2018",3:30p,Chicago Bulls,129,Atlanta Hawks,122,15266,16739,0.91
"Sun, Mar 11, 2018",7:30p,Indiana Pacers,99,Boston Celtics,97,18624,18624,1.00
"Sun, Mar 11, 2018",7:30p,Philadelphia 76ers,120,Brooklyn Nets,97,16901,17732,0.95
"Sun, Mar 11, 2018",7:00p,Houston Rockets,105,Dallas Mavericks,82,20394,20394,1.00
"Sun, Mar 11, 2018",5:00p,Sacramento Kings,104,Denver Nuggets,130,19520,20103,0.97
"Sun, Mar 11, 2018",9:00p,Cleveland Cavaliers,113,Los Angeles Lakers,127,18997,18997,1.00
"Sun, Mar 11, 2018",3:30p,Golden State Warriors,103,Minnesota Timberwolves,109,18978,18978,1.00
"Sun, Mar 11, 2018",4:00p,Utah Jazz,116,New Orleans Pelicans,99,18062,18573,0.97
"Sun, Mar 11, 2018",1:00p,Toronto Raptors,132,New York Knicks,106,19812,19812,1.00
"Mon, Mar 12, 2018",8:00p,San Antonio Spurs,93,Houston Rockets,109,18092,18476,0.98
"Mon, Mar 12, 2018",8:00p,Milwaukee Bucks,121,Memphis Grizzlies,103,14112,18119,0.78
"Mon, Mar 12, 2018",8:00p,Sacramento Kings,101,Oklahoma City Thunder,106,18203,18203,1.00
"Mon, Mar 12, 2018",10:30p,Miami Heat,99,Portland Trail Blazers,115,19786,20186,0.98
"Tue, Mar 13, 2018",7:30p,Oklahoma City Thunder,119,Atlanta Hawks,107,16739,16739,1.00
"Tue, Mar 13, 2018",7:30p,Toronto Raptors,116,Brooklyn Nets,102,16654,17732,0.94
"Tue, Mar 13, 2018",8:00p,Los Angeles Clippers,112,Chicago Bulls,106,20912,22983,0.91
"Tue, Mar 13, 2018",10:30p,Denver Nuggets,103,Los Angeles Lakers,112,18997,18997,1.00
"Tue, Mar 13, 2018",8:00p,Charlotte Hornets,115,New Orleans Pelicans,119,15507,18573,0.83
"Tue, Mar 13, 2018",7:30p,Dallas Mavericks,110,New York Knicks,97,18597,19812,0.94
"Tue, Mar 13, 2018",7:00p,Indiana Pacers,101,Philadelphia 76ers,98,20531,20848,0.98
"Tue, Mar 13, 2018",10:00p,Cleveland Cavaliers,129,Phoenix Suns,107,18055,18055,1.00
"Tue, Mar 13, 2018",8:30p,Orlando Magic,72,San Antonio Spurs,108,18418,18935,0.97
"Tue, Mar 13, 2018",9:00p,Detroit Pistons,79,Utah Jazz,110,18306,18306,1.00
"Tue, Mar 13, 2018",7:00p,Minnesota Timberwolves,116,Washington Wizards,111,17078,20356,0.84
"Wed, Mar 14, 2018",8:00p,Washington Wizards,125,Boston Celtics,124,18624,18624,1.00
"Wed, Mar 14, 2018",10:30p,Los Angeles Lakers,106,Golden State Warriors,117,19596,19596,1.00
"Wed, Mar 14, 2018",7:00p,Milwaukee Bucks,117,Orlando Magic,126,17713,19171,0.92
"Wed, Mar 14, 2018",10:00p,Miami Heat,119,Sacramento Kings,123,17583,17583,1.00
"Thu, Mar 15, 2018",7:30p,Charlotte Hornets,129,Atlanta Hawks,117,14486,16739,0.87
"Thu, Mar 15, 2018",9:00p,Detroit Pistons,113,Denver Nuggets,120,18697,20103,0.93
"Thu, Mar 15, 2018",8:00p,Los Angeles Clippers,96,Houston Rockets,101,18055,18476,0.98
"Thu, Mar 15, 2018",7:00p,Toronto Raptors,106,Indiana Pacers,99,17923,17923,1.00
"Thu, Mar 15, 2018",8:00p,Chicago Bulls,111,Memphis Grizzlies,110,16511,18119,0.91
"Thu, Mar 15, 2018",7:30p,Philadelphia 76ers,118,New York Knicks,110,18894,19812,0.95
"Thu, Mar 15, 2018",10:00p,Cleveland Cavaliers,105,Portland Trail Blazers,113,19806,20186,0.98
"Thu, Mar 15, 2018",8:30p,New Orleans Pelicans,93,San Antonio Spurs,98,18418,18935,0.97
"Thu, Mar 15, 2018",9:00p,Phoenix Suns,88,Utah Jazz,116,18306,18306,1.00
"Fri, Mar 16, 2018",10:30p,Sacramento Kings,98,Golden State Warriors,93,19596,19596,1.00
"Fri, Mar 16, 2018",10:30p,Miami Heat,92,Los Angeles Lakers,91,18997,18997,1.00
"Fri, Mar 16, 2018",8:00p,Los Angeles Clippers,113,Oklahoma City Thunder,121,18203,18203,1.00
"Fri, Mar 16, 2018",7:00p,Boston Celtics,92,Orlando Magic,83,18981,19171,0.99
"Fri, Mar 16, 2018",7:00p,Brooklyn Nets,116,Philadelphia 76ers,120,20666,20848,0.99
"Fri, Mar 16, 2018",7:30p,Dallas Mavericks,115,Toronto Raptors,122,19800,20131,0.98
"Sat, Mar 17, 2018",7:30p,Dallas Mavericks,106,Brooklyn Nets,114,13877,17732,0.78
"Sat, Mar 17, 2018",8:00p,Cleveland Cavaliers,114,Chicago Bulls,109,22983,22983,1.00
"Sat, Mar 17, 2018",8:00p,Denver Nuggets,94,Memphis Grizzlies,101,16501,18119,0.91
"Sat, Mar 17, 2018",6:00p,Atlanta Hawks,117,Milwaukee Bucks,122,18717,18717,1.00
"Sat, Mar 17, 2018",7:00p,Houston Rockets,107,New Orleans Pelicans,101,18495,18573,1.00
"Sat, Mar 17, 2018",7:30p,Charlotte Hornets,101,New York Knicks,124,17760,19812,0.90
"Sat, Mar 17, 2018",10:00p,Golden State Warriors,124,Phoenix Suns,109,18055,18055,1.00
"Sat, Mar 17, 2018",10:00p,Detroit Pistons,87,Portland Trail Blazers,100,19727,20186,0.98
"Sat, Mar 17, 2018",8:30p,Minnesota Timberwolves,101,San Antonio Spurs,117,18418,18935,0.97
"Sat, Mar 17, 2018",9:00p,Sacramento Kings,97,Utah Jazz,103,18306,18306,1.00
"Sat, Mar 17, 2018",7:00p,Indiana Pacers,102,Washington Wizards,109,18249,20356,0.90
"Sun, Mar 18, 2018",10:30p,Portland Trail Blazers,122,Los Angeles Clippers,109,17776,19430,0.91
"Sun, Mar 18, 2018",7:00p,Houston Rockets,129,Minnesota Timberwolves,120,18978,18978,1.00
"Sun, Mar 18, 2018",6:00p,Boston Celtics,89,New Orleans Pelicans,108,18277,18573,0.98
"Sun, Mar 18, 2018",1:00p,Oklahoma City Thunder,132,Toronto Raptors,125,19800,20131,0.98
"Mon, Mar 19, 2018",7:30p,Memphis Grizzlies,115,Brooklyn Nets,118,12856,17732,0.73
"Mon, Mar 19, 2018",7:00p,Milwaukee Bucks,117,Cleveland Cavaliers,124,20562,20562,1.00
"Mon, Mar 19, 2018",7:00p,Los Angeles Lakers,100,Indiana Pacers,110,16603,17923,0.93
"Mon, Mar 19, 2018",7:30p,Denver Nuggets,141,Miami Heat,149,19600,20093,0.98
"Mon, Mar 19, 2018",7:30p,Chicago Bulls,92,New York Knicks,110,18835,19812,0.95
"Mon, Mar 19, 2018",7:00p,Charlotte Hornets,94,Philadelphia 76ers,108,20530,20848,0.98
"Mon, Mar 19, 2018",10:00p,Detroit Pistons,106,Sacramento Kings,90,17583,17583,1.00
"Mon, Mar 19, 2018",9:30p,Golden State Warriors,75,San Antonio Spurs,89,18418,18935,0.97
"Tue, Mar 20, 2018",8:00p,Oklahoma City Thunder,99,Boston Celtics,100,18624,18624,1.00
"Tue, Mar 20, 2018",8:00p,Los Angeles Clippers,109,Minnesota Timberwolves,123,16351,18978,0.86
"Tue, Mar 20, 2018",8:00p,Dallas Mavericks,105,New Orleans Pelicans,115,14484,18573,0.78
"Tue, Mar 20, 2018",7:00p,Toronto Raptors,93,Orlando Magic,86,16228,19171,0.85
"Tue, Mar 20, 2018",10:00p,Detroit Pistons,115,Phoenix Suns,88,17400,18055,0.96
"Tue, Mar 20, 2018",10:30p,Houston Rockets,115,Portland Trail Blazers,111,20012,20186,0.99
"Tue, Mar 20, 2018",9:00p,Atlanta Hawks,99,Utah Jazz,94,18306,18306,1.00
